Sport,Age,Height,Weight,Sex
Athletics,29.0,164.0,54.0,F
Boxing,25.0,185.0,91.0,M
Modern Pentathlon,29.0,175.0,62.0,F
Athletics,28.0,168.0,51.0,F
Football,33.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Gymnastics,39.0,,,M
Archery,34.0,,,F
Cycling,23.0,168.0,55.0,F
Cycling,23.0,168.0,55.0,F
Art Competitions,84.0,,,M
Rowing,22.0,199.0,95.0,M
Water Polo,29.0,188.0,77.0,F
Athletics,31.0,190.0,125.0,M
Wrestling,31.0,,,M
Cycling,38.0,173.0,58.0,F
Cycling,38.0,173.0,58.0,F
Swimming,14.0,,,F
Swimming,22.0,178.0,80.0,M
Swimming,24.0,194.0,85.0,M
Cycling,36.0,173.0,59.0,F
Cycling,36.0,173.0,59.0,F
Cycling,36.0,173.0,59.0,F
Swimming,28.0,,,F
Diving,21.0,,,M
Gymnastics,24.0,168.0,63.0,M
Gymnastics,24.0,168.0,63.0,M
Gymnastics,24.0,168.0,63.0,M
Gymnastics,24.0,168.0,63.0,M
Gymnastics,24.0,168.0,63.0,M
Gymnastics,24.0,168.0,63.0,M
Volleyball,27.0,185.0,72.0,F
Volleyball,35.0,194.0,95.0,M
Weightlifting,20.0,193.0,105.0,M
Swimming,18.0,170.0,60.0,F
Fencing,,,,M
Fencing,,,,M
Judo,20.0,163.0,60.0,M
Shooting,25.0,165.0,61.0,F
Shooting,25.0,165.0,61.0,F
Volleyball,37.0,191.0,75.0,F
Athletics,23.0,177.0,68.0,M
Boxing,25.0,,,M
Basketball,29.0,191.0,78.0,F
Wrestling,26.0,,,M
Boxing,18.0,,,M
Sailing,36.0,,,M
Fencing,42.0,,,M
Athletics,29.0,195.0,92.0,M
Swimming,17.0,188.0,79.0,M
Athletics,26.0,177.0,62.0,F
Table Tennis,23.0,180.0,81.0,M
Shooting,25.0,168.0,90.0,F
Shooting,25.0,168.0,90.0,F
Wrestling,24.0,181.0,102.0,M
Beach Volleyball,27.0,177.0,68.0,F
Athletics,22.0,,90.0,M
Shooting,43.0,,,M
Shooting,43.0,,,M
Shooting,43.0,,,M
Tennis,28.0,176.0,69.0,F
Tennis,28.0,176.0,69.0,F
Athletics,24.0,173.0,58.0,F
Athletics,24.0,180.0,77.0,M
Athletics,22.0,167.0,54.0,F
Shooting,25.0,165.0,55.0,F
Shooting,25.0,165.0,55.0,F
Modern Pentathlon,28.0,160.0,49.0,F
Beach Volleyball,36.0,199.0,95.0,M
Hockey,25.0,164.0,60.0,F
Athletics,22.0,177.0,58.0,F
Football,27.0,166.0,64.0,F
Gymnastics,26.0,,,M
Rowing,22.0,,,M
Fencing,,,,M
Fencing,,,,M
Athletics,21.0,,,M
Athletics,20.0,,,F
Basketball,,,,M
Swimming,19.0,173.0,64.0,F
Athletics,30.0,187.0,82.0,M
Athletics,26.0,172.0,70.0,M
Athletics,30.0,,,M
Art Competitions,,,,M
Art Competitions,,,,M
Football,22.0,166.0,56.0,F
Athletics,32.0,171.0,58.0,M
Boxing,27.0,,,M
Shooting,36.0,158.0,65.0,F
Rowing,27.0,181.0,72.0,M
Sailing,36.0,,,M
Gymnastics,,,,M
Art Competitions,26.0,,,M
Swimming,21.0,174.0,62.0,F
Fencing,25.0,187.0,84.0,M
Fencing,25.0,187.0,84.0,M
Wrestling,29.0,,,M
Football,,,,M
Football,,,,M
Table Tennis,21.0,196.0,93.0,M
Table Tennis,21.0,196.0,93.0,M
Athletics,26.0,161.0,43.0,F
Athletics,24.0,167.0,52.0,F
Judo,20.0,176.0,78.0,F
Fencing,31.0,,,M
Fencing,31.0,,,M
Fencing,31.0,,,M
Fencing,31.0,,,M
Fencing,31.0,,,M
Fencing,31.0,,,M
Athletics,27.0,,,M
Athletics,27.0,,,M
Racquets,21.0,,,M
Racquets,21.0,,,M
Athletics,26.0,179.0,68.0,M
Athletics,27.0,168.0,64.0,F
Athletics,27.0,168.0,64.0,F
Athletics,27.0,168.0,64.0,F
Shooting,54.0,158.0,57.0,F
Shooting,54.0,158.0,57.0,F
Art Competitions,44.0,,,M
Taekwondo,23.0,158.0,49.0,F
Wrestling,30.0,180.0,96.0,M
Weightlifting,21.0,162.0,62.0,M
Football,28.0,,,M
Volleyball,20.0,201.0,84.0,M
Athletics,27.0,170.0,56.0,F
Swimming,18.0,179.0,70.0,M
Boxing,26.0,186.0,75.0,M
Cycling,25.0,179.0,70.0,M
Diving,27.0,,,M
Diving,27.0,,,M
Athletics,26.0,188.0,118.0,M
Wrestling,,,74.0,M
Athletics,28.0,185.0,88.0,M
Swimming,23.0,172.0,71.0,F
Swimming,23.0,172.0,71.0,F
Swimming,23.0,172.0,71.0,F
Athletics,22.0,165.0,55.0,F
Triathlon,32.0,176.0,68.0,M
Motorboating,,,,M
Cycling,27.0,,,M
Cycling,27.0,,,M
Cycling,27.0,,,M
Cycling,27.0,,,M
Handball,28.0,191.0,91.0,M
Athletics,25.0,180.0,66.0,M
Judo,28.0,178.0,81.0,M
Hockey,,,,M
Athletics,19.0,165.0,52.0,F
Hockey,27.0,161.0,59.0,F
Fencing,23.0,167.0,66.0,F
Swimming,20.0,172.0,56.0,F
Swimming,20.0,172.0,56.0,F
Football,23.0,187.0,77.0,M
Diving,,,,F
Hockey,,,,M
Archery,,,,M
Basketball,28.0,188.0,82.0,F
Sailing,37.0,182.0,80.0,M
Equestrianism,25.0,170.0,57.0,F
Equestrianism,25.0,170.0,57.0,F
Cycling,23.0,,,M
Cycling,23.0,,,M
Cycling,23.0,,,M
Cycling,23.0,,,M
Cycling,23.0,,,M
Athletics,30.0,162.0,44.0,F
Basketball,28.0,183.0,74.0,F
Badminton,30.0,168.0,62.0,F
Athletics,28.0,180.0,82.0,M
Weightlifting,19.0,178.0,85.0,M
Art Competitions,34.0,,,M
Athletics,22.0,188.0,78.0,M
Judo,27.0,173.0,75.0,F
Swimming,,,,M
Art Competitions,72.0,,,F
Art Competitions,72.0,,,F
Art Competitions,72.0,,,F
Art Competitions,46.0,,,M
Art Competitions,46.0,,,M
Judo,29.0,188.0,100.0,M
Gymnastics,21.0,,,M
Rowing,38.0,,,M
Athletics,26.0,164.0,58.0,F
Athletics,,,,M
Athletics,,,,M
Athletics,23.0,183.0,90.0,M
Athletics,25.0,186.0,76.0,M
Athletics,25.0,186.0,76.0,M
Wrestling,38.0,,,M
Athletics,27.0,175.0,100.0,F
Athletics,23.0,,,M
Cycling,22.0,167.0,63.0,M
Swimming,19.0,190.0,82.0,M
Archery,18.0,164.0,61.0,F
Archery,18.0,164.0,61.0,F
Wrestling,35.0,177.0,84.0,M
Fencing,23.0,178.0,72.0,M
Athletics,24.0,185.0,90.0,M
Swimming,20.0,180.0,68.0,F
Swimming,20.0,180.0,68.0,F
Cycling,,,,M
Cycling,,,,M
Cycling,,,,M
Judo,25.0,165.0,66.0,M
Fencing,22.0,174.0,67.0,M
Cycling,24.0,166.0,69.0,M
Cycling,24.0,166.0,69.0,M
Athletics,24.0,182.0,75.0,M
Canoeing,27.0,178.0,74.5,M
Canoeing,27.0,178.0,74.5,M
Shooting,49.0,,,M
Shooting,49.0,,,M
Athletics,22.0,173.0,53.0,F
Wrestling,27.0,189.0,96.0,M
Swimming,21.0,168.0,60.0,M
Volleyball,21.0,186.0,68.0,F
Athletics,26.0,169.0,54.0,F
Athletics,22.0,170.0,57.0,F
Handball,34.0,179.0,74.0,M
Athletics,20.0,168.0,58.0,M
Handball,27.0,180.0,66.0,F
Athletics,22.0,180.0,59.0,F
Basketball,24.0,190.0,72.0,F
Rowing,24.0,167.0,58.0,F
Hockey,34.0,178.0,59.0,F
Swimming,17.0,161.0,50.0,F
Boxing,28.0,158.0,49.0,M
Art Competitions,,,,M
Taekwondo,24.0,175.0,67.0,F
Wrestling,30.0,191.0,120.0,M
Equestrianism,,,,M
Equestrianism,,,,M
Tennis,22.0,183.0,60.0,F
Tennis,22.0,183.0,60.0,F
Athletics,26.0,165.0,54.0,F
Equestrianism,52.0,180.0,70.5,M
Equestrianism,52.0,180.0,70.5,M
Athletics,19.0,,,M
Athletics,19.0,,,M
Athletics,19.0,,,M
Water Polo,30.0,186.0,90.0,M
Gymnastics,16.0,162.0,,F
Gymnastics,16.0,162.0,,F
Gymnastics,16.0,162.0,,F
Gymnastics,16.0,162.0,,F
Football,,,,M
Swimming,22.0,182.0,80.0,M
Athletics,27.0,168.0,64.0,M
Sailing,28.0,,,M
Rowing,23.0,178.0,71.0,M
Football,22.0,179.0,75.0,M
Athletics,21.0,172.0,60.0,M
Boxing,29.0,172.0,60.0,M
Football,21.0,197.0,79.0,M
Athletics,28.0,182.0,66.0,M
Hockey,24.0,178.0,76.0,M
Athletics,27.0,199.0,86.0,M
Swimming,15.0,165.0,60.0,M
Wrestling,22.0,188.0,130.0,M
Athletics,29.0,180.0,69.0,M
Shooting,44.0,170.0,100.0,M
Archery,30.0,,,F
Tennis,19.0,179.0,68.0,F
Tennis,19.0,179.0,68.0,F
Swimming,23.0,164.0,54.0,F
Swimming,23.0,164.0,54.0,F
Cycling,28.0,164.0,61.0,F
Boxing,25.0,,,M
Art Competitions,39.0,,,F
Badminton,33.0,168.0,75.0,M
Water Polo,19.0,176.0,66.0,F
Fencing,25.0,182.0,71.0,M
Fencing,25.0,182.0,71.0,M
Swimming,22.0,174.0,70.0,F
Archery,54.0,,,M
Archery,54.0,,,M
Cycling,27.0,176.0,67.5,M
Cycling,27.0,176.0,67.5,M
Athletics,23.0,183.0,77.0,M
Wrestling,20.0,,,M
Wrestling,20.0,,,M
Wrestling,22.0,161.0,69.0,M
Wrestling,22.0,161.0,69.0,M
Wrestling,29.0,175.0,82.0,M
Athletics,30.0,186.0,70.0,M
Swimming,26.0,171.0,62.0,F
Athletics,28.0,190.0,82.0,M
Football,22.0,185.0,75.0,M
Fencing,,,,M
Football,,,,M
Badminton,21.0,167.0,57.0,F
Swimming,26.0,170.0,66.0,F
Football,20.0,171.0,66.0,M
Swimming,21.0,173.0,61.0,F
Handball,35.0,180.0,83.0,M
Basketball,22.0,,,M
Sailing,23.0,,,M
Football,22.0,184.0,80.0,M
Swimming,25.0,,,M
Swimming,25.0,,,M
Cycling,26.0,185.0,76.0,M
Table Tennis,29.0,180.0,71.0,M
Taekwondo,26.0,181.0,68.0,M
Archery,,,,M
Archery,,,,M
Rowing,26.0,190.0,93.0,M
Equestrianism,42.0,172.0,69.0,M
Equestrianism,42.0,172.0,69.0,M
Taekwondo,28.0,186.0,68.0,M
Football,21.0,180.0,,M
Swimming,19.0,164.0,59.0,F
Triathlon,26.0,173.0,66.0,M
Swimming,20.0,,,M
Swimming,20.0,,,M
Hockey,,,,M
Cycling,23.0,180.0,91.0,M
Hockey,,,,M
Cycling,20.0,,,M
Cycling,20.0,,,M
Cycling,20.0,,,M
Athletics,25.0,179.0,68.0,M
Gymnastics,,,,M
Football,26.0,,,M
Athletics,27.0,180.0,65.0,M
Athletics,23.0,193.0,82.0,M
Athletics,23.0,193.0,82.0,M
Water Polo,36.0,198.0,111.0,M
Cycling,,,,M
Athletics,20.0,193.0,84.0,M
Wrestling,,,,M
Canoeing,33.0,176.0,78.0,M
Hockey,26.0,,,M
Swimming,22.0,181.0,67.0,F
Athletics,23.0,192.0,85.0,M
Cycling,32.0,190.0,76.0,M
Cycling,32.0,190.0,76.0,M
Swimming,24.0,188.0,90.0,M
Gymnastics,24.0,,,F
Volleyball,23.0,196.0,89.0,M
Volleyball,23.0,195.0,93.0,M
Water Polo,28.0,,,M
Athletics,24.0,170.0,62.0,F
Gymnastics,,,,M
Diving,24.0,178.0,,M
Boxing,24.0,178.0,,M
Swimming,24.0,178.0,,M
Synchronized Swimming,20.0,170.0,55.0,F
Athletics,24.0,155.0,50.0,M
Athletics,21.0,175.0,59.0,F
Shooting,41.0,180.0,90.0,M
Shooting,41.0,180.0,90.0,M
Basketball,,,,M
Shooting,24.0,193.0,,M
Shooting,24.0,193.0,,M
Hockey,23.0,188.0,82.0,M
Swimming,15.0,172.0,60.0,F
Wrestling,28.0,,,M
Athletics,25.0,169.0,58.0,M
Athletics,24.0,175.0,,M
Wrestling,,,,M
Gymnastics,23.0,165.0,55.0,M
Gymnastics,23.0,165.0,55.0,M
Gymnastics,23.0,165.0,55.0,M
Gymnastics,23.0,165.0,55.0,M
Wrestling,25.0,150.0,58.0,M
Gymnastics,27.0,,,F
Swimming,22.0,168.0,58.0,F
Fencing,,,,M
Art Competitions,43.0,,,M
Art Competitions,43.0,,,M
Wrestling,30.0,183.0,90.0,M
Canoeing,37.0,188.0,88.0,M
Sailing,24.0,186.0,98.0,M
Football,23.0,188.0,80.0,M
Athletics,28.0,160.0,56.0,F
Fencing,26.0,175.0,70.0,M
Fencing,26.0,175.0,70.0,M
Shooting,39.0,,,M
Shooting,39.0,,,M
Swimming,22.0,174.0,69.0,M
Rowing,25.0,,77.0,M
Rowing,25.0,,77.0,M
Handball,33.0,190.0,96.0,M
Fencing,,,,M
Fencing,,,,M
Equestrianism,40.0,170.0,67.0,F
Hockey,31.0,180.0,77.0,M
Hockey,26.0,181.0,70.0,F
Boxing,21.0,173.0,,M
Athletics,23.0,176.0,60.0,M
Hockey,27.0,175.0,70.0,M
Swimming,25.0,,,F
Athletics,25.0,170.0,62.0,M
Athletics,25.0,170.0,62.0,M
Shooting,33.0,170.0,,M
Shooting,33.0,170.0,,M
Swimming,25.0,180.0,67.0,F
Swimming,25.0,180.0,67.0,F
Swimming,25.0,180.0,67.0,F
Athletics,23.0,189.0,80.0,M
Swimming,21.0,186.0,80.0,M
Swimming,21.0,186.0,80.0,M
Shooting,32.0,172.0,73.0,M
Shooting,32.0,172.0,73.0,M
Shooting,39.0,166.0,85.0,F
Tennis,28.0,175.0,70.0,F
Tennis,28.0,175.0,70.0,F
Fencing,27.0,,,M
Athletics,28.0,165.0,60.0,F
Athletics,28.0,165.0,60.0,F
Fencing,,,,M
Wrestling,28.0,186.0,120.0,M
Fencing,36.0,176.0,72.0,M
Fencing,36.0,176.0,72.0,M
Fencing,36.0,176.0,72.0,M
Wrestling,,,,M
Wrestling,,,,M
Weightlifting,,173.0,64.0,M
Swimming,15.0,,,F
Boxing,27.0,,,M
Art Competitions,32.0,,,M
Archery,25.0,179.0,80.0,M
Archery,25.0,179.0,80.0,M
Canoeing,17.0,172.0,76.0,F
Basketball,,,,M
Athletics,25.0,172.0,64.0,M
Athletics,19.0,,,M
Athletics,25.0,201.0,80.0,M
Badminton,24.0,167.0,65.0,F
Rowing,28.0,188.0,87.0,M
Basketball,25.0,183.0,70.0,M
Art Competitions,52.0,,,M
Art Competitions,52.0,,,M
Cycling,25.0,,,M
Athletics,27.0,190.0,100.0,M
Handball,22.0,196.0,102.0,M
Archery,23.0,167.0,45.0,F
Athletics,25.0,178.0,64.0,F
Triathlon,35.0,180.0,71.0,M
Athletics,25.0,167.0,54.0,F
Athletics,25.0,167.0,54.0,F
Swimming,16.0,172.0,62.0,F
Beach Volleyball,25.0,181.0,68.0,F
Rowing,22.0,185.0,75.0,F
Swimming,23.0,192.0,85.0,M
Rowing,26.0,181.0,74.0,F
Water Polo,38.0,188.0,95.0,M
Handball,23.0,195.0,95.0,M
Rowing,20.0,164.0,56.0,F
Football,,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Gymnastics,28.0,,,M
Shooting,38.0,181.0,94.0,M
Swimming,24.0,195.0,85.0,M
Volleyball,31.0,188.0,77.0,F
Sailing,22.0,171.0,68.0,F
Equestrianism,19.0,171.0,56.0,F
Equestrianism,19.0,171.0,56.0,F
Football,22.0,171.0,,M
Boxing,,,,M
Athletics,23.0,,,M
Athletics,23.0,,,M
Athletics,23.0,,,M
Athletics,23.0,,,M
Swimming,23.0,177.0,65.0,F
Swimming,23.0,177.0,65.0,F
Judo,31.0,179.0,70.0,F
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Swimming,28.0,195.0,84.0,M
Athletics,19.0,,,M
Basketball,29.0,194.0,97.0,M
Handball,31.0,175.0,87.0,F
Athletics,23.0,168.0,58.0,F
Swimming,28.0,172.0,63.0,F
Rowing,34.0,,,M
Swimming,15.0,,,M
Swimming,15.0,,,M
Football,27.0,181.0,69.0,F
Sailing,21.0,,,M
Volleyball,32.0,184.0,80.0,M
Handball,25.0,180.0,74.0,F
Athletics,20.0,,,M
Athletics,20.0,,,M
Basketball,27.0,188.0,84.0,M
Rowing,22.0,,75.0,M
Athletics,,,,M
Football,21.0,178.0,76.0,F
Shooting,29.0,170.0,79.0,M
Shooting,29.0,170.0,79.0,M
Boxing,32.0,,81.0,M
Basketball,25.0,198.0,91.0,M
Athletics,23.0,,,M
Basketball,28.0,205.0,97.0,M
Shooting,46.0,,,M
Athletics,21.0,189.0,75.0,M
Archery,19.0,171.0,57.0,F
Cycling,23.0,,,M
Boxing,,,,M
Athletics,24.0,,,M
Shooting,,,,M
Boxing,25.0,163.0,49.0,M
Rugby,28.0,,,M
Shooting,44.0,,,M
Beach Volleyball,32.0,193.0,75.0,F
Handball,32.0,175.0,64.0,F
Gymnastics,24.0,,,F
Swimming,15.0,,,M
Rowing,24.0,183.0,70.0,M
Wrestling,29.0,188.0,120.0,M
Athletics,26.0,175.0,75.0,M
Athletics,26.0,175.0,75.0,M
Athletics,23.0,175.0,58.0,F
Football,23.0,180.0,74.0,M
Basketball,28.0,183.0,78.0,M
Swimming,23.0,171.0,59.0,F
Swimming,23.0,171.0,59.0,F
Swimming,23.0,171.0,59.0,F
Sailing,30.0,177.0,66.0,M
Equestrianism,,,,M
Equestrianism,,,,M
Athletics,21.0,183.0,64.0,F
Athletics,28.0,,,M
Athletics,28.0,,,M
Athletics,28.0,,,M
Tug-Of-War,30.0,185.0,99.0,M
Wrestling,30.0,185.0,99.0,M
Wrestling,30.0,185.0,99.0,M
Athletics,30.0,185.0,99.0,M
Athletics,30.0,185.0,99.0,M
Athletics,30.0,185.0,99.0,M
Tennis,34.0,,,M
Gymnastics,,,,M
Fencing,42.0,,,M
Fencing,42.0,,,M
Boxing,19.0,157.0,48.0,M
Athletics,25.0,166.0,53.0,F
Hockey,28.0,171.0,58.0,F
Athletics,29.0,173.0,65.0,M
Athletics,29.0,172.0,89.0,F
Athletics,25.0,194.0,94.0,M
Athletics,19.0,191.0,73.0,M
Athletics,21.0,178.0,60.0,M
Athletics,21.0,178.0,60.0,M
Handball,19.0,173.0,75.0,F
Athletics,32.0,160.0,50.0,F
Diving,23.0,162.0,52.0,F
Football,,,,M
Athletics,22.0,176.0,61.0,M
Athletics,22.0,176.0,61.0,M
Athletics,20.0,178.0,66.0,M
Equestrianism,56.0,180.0,78.0,M
Equestrianism,56.0,180.0,78.0,M
Athletics,29.0,190.0,77.0,M
Swimming,18.0,163.0,58.0,F
Athletics,21.0,190.0,65.0,M
Rowing,23.0,188.0,73.0,M
Cycling,27.0,184.0,75.0,M
Diving,28.0,170.0,60.0,F
Basketball,21.0,175.0,64.0,F
Shooting,27.0,170.0,55.0,F
Athletics,34.0,186.0,128.0,M
Athletics,20.0,178.0,64.0,M
Athletics,23.0,,,M
Athletics,23.0,,,M
Athletics,21.0,173.0,68.0,M
Athletics,21.0,173.0,68.0,M
Tennis,22.0,185.0,75.0,F
Shooting,30.0,168.0,74.0,F
Shooting,30.0,168.0,74.0,F
Cycling,23.0,,,M
Hockey,24.0,169.0,63.0,F
Rowing,28.0,178.0,72.0,M
Volleyball,25.0,198.0,83.0,M
Swimming,29.0,190.0,98.0,M
Swimming,29.0,190.0,98.0,M
Art Competitions,56.0,,,M
Art Competitions,56.0,,,M
Art Competitions,56.0,,,M
Rowing,20.0,,,M
Shooting,40.0,189.0,85.0,M
Athletics,26.0,175.0,56.0,F
Basketball,22.0,174.0,65.0,F
Athletics,23.0,173.0,68.0,M
Athletics,23.0,173.0,68.0,M
Athletics,23.0,173.0,68.0,M
Modern Pentathlon,31.0,,,M
Swimming,26.0,,,M
Swimming,26.0,,,M
Taekwondo,21.0,173.0,67.0,F
Athletics,30.0,172.0,54.0,M
Swimming,26.0,,,M
Swimming,26.0,,,M
Athletics,28.0,170.0,73.0,M
Athletics,25.0,181.0,80.0,M
Football,,,,M
Shooting,,,,M
Shooting,,,,M
Shooting,,,,M
Hockey,29.0,157.0,58.0,F
Synchronized Swimming,21.0,170.0,39.0,F
Handball,24.0,182.0,77.0,F
Sailing,29.0,191.0,81.0,M
Gymnastics,31.0,,,F
Shooting,23.0,175.0,65.0,F
Cycling,28.0,178.0,68.0,M
Shooting,46.0,,,M
Swimming,24.0,185.0,79.0,M
Football,26.0,,,M
Athletics,30.0,169.0,61.0,M
Gymnastics,24.0,171.0,62.0,M
Gymnastics,24.0,171.0,62.0,M
Gymnastics,24.0,171.0,62.0,M
Gymnastics,24.0,171.0,62.0,M
Cycling,23.0,173.0,53.0,F
Swimming,22.0,165.0,55.0,F
Swimming,22.0,165.0,55.0,F
Swimming,22.0,165.0,55.0,F
Rowing,22.0,,,M
Diving,24.0,167.0,62.0,F
Basketball,31.0,195.0,89.0,F
Athletics,33.0,178.0,65.0,M
Athletics,19.0,,,F
Swimming,20.0,,,M
Swimming,20.0,,,M
Art Competitions,42.0,,,M
Art Competitions,42.0,,,M
Rowing,25.0,190.0,91.0,M
Cycling,24.0,161.0,48.0,F
Basketball,23.0,203.0,105.0,M
Handball,27.0,172.0,58.0,F
Wrestling,,,,M
Art Competitions,42.0,,,M
Cycling,27.0,190.0,80.0,M
Cycling,27.0,190.0,80.0,M
Cycling,27.0,181.0,100.0,M
Cycling,27.0,181.0,100.0,M
Modern Pentathlon,23.0,,,M
Athletics,33.0,161.0,68.0,F
Sailing,29.0,188.0,77.0,M
Basketball,20.0,,,M
Wrestling,27.0,,,M
Athletics,23.0,178.0,58.0,F
Cycling,,,,M
Swimming,20.0,176.0,68.0,F
Swimming,20.0,176.0,68.0,F
Cycling,39.0,175.0,59.0,F
Gymnastics,27.0,,,M
Swimming,19.0,180.0,73.0,M
Judo,25.0,182.0,90.0,M
Beach Volleyball,30.0,183.0,72.0,F
Sailing,37.0,,,M
Fencing,41.0,,,M
Fencing,41.0,,,M
Wrestling,26.0,172.0,66.0,M
Wrestling,32.0,163.0,55.0,M
Wrestling,30.0,,,M
Athletics,26.0,189.0,79.0,M
Basketball,25.0,208.0,115.0,M
Fencing,32.0,,,M
Wrestling,25.0,160.0,59.0,M
Weightlifting,28.0,167.0,69.0,M
Football,24.0,,,M
Wrestling,27.0,168.0,66.0,M
Athletics,24.0,175.0,64.0,M
Weightlifting,30.0,163.0,62.0,M
Boxing,21.0,,,M
Cycling,31.0,170.0,66.0,M
Cycling,31.0,170.0,66.0,M
Diving,24.0,170.0,59.0,F
Triathlon,28.0,174.0,58.0,F
Athletics,29.0,170.0,60.0,F
Sailing,27.0,167.0,58.0,F
Cycling,24.0,,,M
Athletics,28.0,172.0,60.0,F
Boxing,25.0,,,M
Water Polo,25.0,180.0,78.0,F
Water Polo,27.0,193.0,110.0,M
Athletics,27.0,,,M
Athletics,23.0,,,M
Basketball,20.0,178.0,79.0,M
Shooting,30.0,,,M
Shooting,30.0,,,M
Volleyball,26.0,182.0,64.0,F
Water Polo,36.0,198.0,100.0,M
Swimming,22.0,162.0,50.0,F
Weightlifting,23.0,166.0,69.0,F
Archery,25.0,164.0,56.0,F
Archery,,,,M
Archery,,,,M
Rowing,20.0,,,M
Fencing,25.0,183.0,73.0,M
Canoeing,30.0,191.0,94.0,M
Fencing,26.0,,,M
Swimming,16.0,170.0,65.0,M
Swimming,16.0,170.0,65.0,M
Swimming,16.0,170.0,65.0,M
Swimming,16.0,170.0,65.0,M
Rowing,29.0,183.0,78.0,F
Boxing,21.0,165.0,49.0,M
Wrestling,,,,M
Athletics,22.0,,,M
Athletics,22.0,,,M
Equestrianism,27.0,169.0,56.0,F
Equestrianism,27.0,169.0,56.0,F
Wrestling,28.0,,,M
Rowing,24.0,,,M
Wrestling,35.0,,,M
Wrestling,35.0,,,M
Water Polo,33.0,,,M
Basketball,26.0,183.0,75.0,M
Cycling,29.0,173.0,64.0,F
Cycling,29.0,173.0,64.0,F
Gymnastics,21.0,,,M
Gymnastics,21.0,,,M
Fencing,20.0,,,M
Fencing,20.0,,,M
Diving,,,,M
Athletics,25.0,,,F
Athletics,25.0,,,F
Athletics,25.0,,,F
Football,23.0,,,M
Athletics,28.0,175.0,67.0,M
Fencing,46.0,,,M
Art Competitions,38.0,,,M
Art Competitions,38.0,,,M
Modern Pentathlon,32.0,,,M
Judo,26.0,191.0,100.0,M
Diving,27.0,,,F
Football,24.0,,,M
Weightlifting,25.0,163.0,58.0,F
Tennis,21.0,181.0,67.0,F
Gymnastics,23.0,163.0,65.0,M
Boxing,19.0,165.0,,M
Athletics,27.0,196.0,94.0,M
Diving,23.0,173.0,,M
Basketball,28.0,180.0,71.0,F
Swimming,19.0,168.0,68.0,F
Swimming,19.0,168.0,68.0,F
Athletics,33.0,191.0,72.0,F
Shooting,,,,M
Athletics,30.0,165.0,56.0,M
Athletics,25.0,173.0,65.0,M
Athletics,21.0,195.0,88.0,M
Wrestling,22.0,,,M
Athletics,31.0,178.0,70.0,M
Athletics,21.0,,,M
Diving,18.0,,,F
Sailing,30.0,180.0,70.0,F
Sailing,29.0,173.0,62.0,M
Rowing,27.0,175.0,72.0,F
Athletics,22.0,156.0,44.0,F
Athletics,24.0,169.0,56.0,F
Shooting,26.0,173.0,58.0,F
Athletics,21.0,175.0,64.0,F
Athletics,21.0,175.0,64.0,F
Handball,26.0,200.0,105.0,M
Athletics,21.0,173.0,58.0,F
Athletics,21.0,173.0,58.0,F
Basketball,,,,M
Swimming,22.0,180.0,72.0,M
Swimming,22.0,180.0,72.0,M
Diving,24.0,150.0,43.0,F
Cycling,29.0,175.0,75.0,M
Football,29.0,158.0,60.0,F
Beach Volleyball,35.0,193.0,93.0,M
Athletics,20.0,175.0,70.0,M
Athletics,20.0,175.0,70.0,M
Athletics,20.0,175.0,70.0,M
Football,33.0,175.0,64.0,M
Athletics,20.0,177.0,74.0,M
Cycling,20.0,,,M
Athletics,20.0,,,M
Athletics,20.0,,,M
Athletics,23.0,163.0,59.0,F
Sailing,27.0,174.0,89.0,M
Sailing,23.0,180.0,82.0,M
Judo,31.0,155.0,57.0,F
Tennis,24.0,187.0,80.0,M
Tennis,24.0,187.0,80.0,M
Wrestling,24.0,167.0,60.0,M
Wrestling,22.0,,,M
Athletics,26.0,158.0,52.0,F
Swimming,21.0,170.0,59.0,F
Swimming,21.0,170.0,59.0,F
Swimming,21.0,170.0,59.0,F
Swimming,21.0,170.0,59.0,F
Swimming,21.0,170.0,59.0,F
Swimming,21.0,170.0,59.0,F
Basketball,21.0,,,M
Cycling,19.0,164.0,46.0,F
Swimming,23.0,185.0,76.0,M
Swimming,23.0,185.0,76.0,M
Boxing,23.0,180.0,69.0,M
Water Polo,18.0,169.0,60.0,F
Rowing,30.0,172.0,59.0,F
Rowing,31.0,180.0,70.0,M
Swimming,25.0,172.0,60.0,F
Basketball,26.0,182.0,71.0,F
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Gymnastics,20.0,165.0,55.0,M
Water Polo,27.0,173.0,64.0,F
Fencing,,,,M
Fencing,,,,M
Fencing,,,,M
Athletics,26.0,168.0,49.0,F
